# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000065,-0.000000,-0.000000,2.134212,-0.065695,-0.739410,-0.752956,-0.566350,1.000256,-0.000000,-0.000000,0.029787,-0.006208,-0.017771,-0.017223,-0.012848,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.123259,0.850459,1.613842,-0.625190,-0.686646,-0.105634,0.204937,0.291741,1.001730,0.009007,0.009034,-0.042138,-0.024131,0.005548,0.020928,0.024677,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.664303,1.673095,0.278260,-1.369119,0.164007,0.378304,0.182485,-0.148804,1.003647,-0.007466,-0.047804,-0.022972,0.031042,0.027316,0.007853,-0.011581,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.299015,1.335880,-0.927046,-0.401169,0.264463,0.164892,0.075398,0.024507,0.992629,-0.045142,-0.027562,0.070077,0.016140,-0.014627,-0.023222,-0.020794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.668173,0.495826,-1.014810,0.404267,0.308682,0.239927,0.156246,0.092086,0.974781,-0.033318,0.049274,0.024141,-0.041874,-0.038088,-0.026514,-0.016215,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
